fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.2,0.32,0.26,2.1,0.062,26.0,87.0,0.0,1.0,0.47,1.0,1
7.2,0.24,0.27,11.4,0.034,40.0,174.0,0.0,1.0,0.44,1.0,0
8.7,0.31,0.73,14.35,0.044000000000000004,27.0,191.0,1.0,0.0,0.88,0.0,0
7.5,0.13,0.38,1.1,0.023,42.0,104.0,0.0,1.0,0.53,1.0,1
9.2,0.14,0.37,1.1,0.034,36.0,84.0,0.0,1.0,0.55,1.0,1
7.4,0.2,0.37,1.2,0.027999999999999997,28.0,89.0,0.0,1.0,0.61,1.0,1
6.1,0.15,0.35,15.8,0.042,55.0,158.0,0.0,1.0,0.37,1.0,0
7.6,0.23,0.4,5.2,0.066,14.0,91.0,0.0,1.0,0.8,1.0,0
8.1,0.33,0.22,5.2,0.047,24.0,151.0,0.0,1.0,0.47,1.0,0
7.15,0.17,0.24,9.6,0.11900000000000001,56.0,178.0,0.0,1.0,0.44,1.0,1
6.7,0.12,0.3,5.2,0.048,38.0,113.0,0.0,1.0,0.44,1.0,1
5.7,0.18,0.36,1.2,0.046,9.0,71.0,0.0,1.0,0.68,1.0,1
5.8,0.15,0.28,0.8,0.037000000000000005,43.0,127.0,0.0,1.0,0.51,1.0,0
6.6,0.23,0.29,14.45,0.057,29.0,144.0,0.0,1.0,0.54,1.0,1
7.15,0.17,0.24,9.6,0.11900000000000001,56.0,178.0,0.0,1.0,0.44,1.0,1
7.0,0.34,0.39,6.9,0.066,43.0,162.0,0.0,1.0,0.53,1.0,0
6.4,0.68,0.26,3.4,0.069,25.0,146.0,0.0,1.0,0.4,1.0,0
7.3,0.22,0.31,2.3,0.018000000000000002,45.0,80.0,0.0,1.0,0.34,1.0,1
6.4,0.28,0.27,11.0,0.042,45.0,148.0,0.0,1.0,0.46,0.0,0
6.9,0.4,0.22,5.95,0.081,76.0,303.0,0.0,1.0,0.57,1.0,0
6.8,0.19,0.23,5.1,0.034,71.0,204.0,0.0,1.0,0.69,1.0,0
7.1,0.23,0.24,5.4,0.039,60.0,196.0,0.0,1.0,0.78,1.0,0
6.45,0.14,0.42,1.2,0.05,51.0,129.0,0.0,1.0,0.69,1.0,1
6.5,0.15,0.44,12.6,0.052000000000000005,65.0,158.0,0.0,1.0,0.7,1.0,1
7.1,0.15,0.34,1.0,0.033,27.0,73.0,0.0,1.0,0.41,1.0,1
6.7,0.33,0.34,6.6,0.067,35.0,156.0,0.0,1.0,0.48,1.0,1
7.2,0.3,0.26,1.5,0.040999999999999995,46.0,178.0,0.0,1.0,0.56,1.0,1
7.0,0.23,0.33,1.0,0.043,46.0,110.0,0.0,1.0,0.65,1.0,1
8.0,0.13,0.25,1.1,0.033,15.0,86.0,0.0,0.0,0.39,1.0,1
6.2,0.21,0.34,6.6,0.03,36.0,91.0,0.0,1.0,0.45,1.0,1
8.3,0.4,0.41,8.2,0.05,15.0,122.0,0.0,1.0,0.49,1.0,0
5.9,0.34,0.31,2.0,0.03,38.0,142.0,0.0,1.0,0.41,1.0,1
6.6,0.12,0.25,1.4,0.039,21.0,131.0,0.0,1.0,0.45,1.0,1
9.6,0.655,0.21,2.0,0.039,21.0,120.0,0.0,1.0,1.0,1.0,1
6.8,0.26,0.4,7.5,0.046,45.0,179.0,0.0,1.0,0.49,1.0,0
5.9,0.34,0.31,2.0,0.03,38.0,142.0,0.0,1.0,0.41,1.0,1
5.9,0.3,0.3,2.0,0.03,38.0,142.0,0.0,1.0,0.41,1.0,1
7.0,0.15,0.3,13.3,0.049,46.0,120.0,0.0,1.0,0.36,1.0,1
7.9,0.37,0.31,2.85,0.037000000000000005,5.0,24.0,0.0,1.0,0.36,1.0,1
7.2,0.35,0.25,5.6,0.032,23.0,120.0,0.0,0.0,0.66,1.0,1
7.2,0.32,0.24,5.6,0.033,23.0,120.0,0.0,0.0,0.66,1.0,1
7.6,0.1,0.33,1.0,0.031,33.0,93.0,0.0,1.0,0.68,1.0,1
6.2,0.25,0.31,3.2,0.03,32.0,150.0,0.0,1.0,0.31,1.0,1
7.1,0.31,0.17,1.0,0.042,21.0,144.0,0.0,1.0,0.4,1.0,0
7.6,0.18,0.28,7.1,0.040999999999999995,29.0,110.0,0.0,1.0,0.42,1.0,1
8.0,0.17,0.29,2.4,0.028999999999999998,52.0,119.0,0.0,1.0,0.33,1.0,1
7.2,0.19,0.27,11.2,0.061,46.0,149.0,0.0,0.0,0.59,1.0,1
7.6,0.32,0.25,9.5,0.03,15.0,136.0,0.0,1.0,0.44,1.0,1
7.1,0.31,0.17,1.0,0.042,21.0,144.0,0.0,1.0,0.4,1.0,0
6.6,0.21,0.29,1.8,0.026000000000000002,35.0,128.0,0.0,1.0,0.48,1.0,1
7.0,0.16,0.36,2.6,0.028999999999999998,28.0,98.0,0.0,1.0,0.37,1.0,1
8.0,0.17,0.29,2.4,0.028999999999999998,52.0,119.0,0.0,1.0,0.33,1.0,1
6.6,0.24,0.38,8.0,0.042,56.0,187.0,0.0,1.0,0.46,1.0,0
7.2,0.19,0.27,11.2,0.061,46.0,149.0,0.0,0.0,0.59,1.0,1
7.6,0.18,0.28,7.1,0.040999999999999995,29.0,110.0,0.0,1.0,0.42,1.0,1
6.9,0.3,0.25,3.3,0.040999999999999995,26.0,124.0,0.0,1.0,0.5,1.0,1
6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.0,1.0,0.36,1.0,1
6.9,0.31,0.32,1.2,0.024,20.0,166.0,0.0,1.0,0.54,1.0,1
6.7,0.23,0.25,1.6,0.036000000000000004,28.0,143.0,0.0,1.0,0.54,1.0,1
6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.0,1.0,0.36,1.0,1
5.7,0.23,0.28,9.65,0.025,26.0,121.0,0.0,1.0,0.38,1.0,1
6.5,0.22,0.5,16.4,0.048,36.0,182.0,0.0,1.0,0.49,0.0,1
7.0,0.18,0.37,1.5,0.043,16.0,104.0,0.0,1.0,0.5,1.0,0
6.9,0.31,0.32,1.2,0.024,20.0,166.0,0.0,1.0,0.54,1.0,1
6.9,0.3,0.25,3.3,0.040999999999999995,26.0,124.0,0.0,1.0,0.5,1.0,1
6.5,0.46,0.31,5.0,0.027000000000000003,15.0,72.0,0.0,1.0,0.6,1.0,1
6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.0,1.0,0.41,0.0,0
6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.0,1.0,0.41,0.0,0
6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.0,1.0,0.41,0.0,0
6.6,0.26,0.38,6.5,0.17,68.0,201.0,0.0,1.0,0.38,1.0,1
6.7,0.26,0.39,6.4,0.171,64.0,200.0,0.0,1.0,0.38,1.0,1
7.5,0.28,0.39,10.2,0.045,59.0,209.0,0.0,1.0,0.63,1.0,1
6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.0,1.0,0.41,0.0,0
6.8,0.23,0.42,7.4,0.044000000000000004,56.0,189.0,0.0,1.0,0.48,1.0,1
7.8,0.25,0.34,13.7,0.044000000000000004,66.0,184.0,0.0,1.0,0.75,0.0,0
7.8,0.25,0.34,13.7,0.044000000000000004,66.0,184.0,0.0,1.0,0.75,0.0,0
5.6,0.2,0.22,1.3,0.049,25.0,155.0,0.0,1.0,0.43,1.0,0
6.4,0.21,0.44,7.4,0.045,47.0,182.0,0.0,1.0,0.46,1.0,0
6.8,0.23,0.42,7.4,0.044000000000000004,56.0,189.0,0.0,1.0,0.48,1.0,1
6.8,0.24,0.37,7.45,0.043,59.0,188.0,0.0,1.0,0.5,1.0,1
7.8,0.25,0.28,7.2,0.04,46.0,179.0,0.0,1.0,0.6,1.0,1
7.8,0.25,0.34,13.7,0.044000000000000004,66.0,184.0,0.0,1.0,0.75,0.0,0
6.8,0.16,0.29,10.4,0.046,59.0,143.0,0.0,1.0,0.4,1.0,1
5.2,0.28,0.29,1.1,0.027999999999999997,18.0,69.0,0.0,1.0,0.54,1.0,1
7.5,0.18,0.31,6.5,0.028999999999999998,53.0,160.0,0.0,1.0,0.38,1.0,1
7.5,0.26,0.3,4.6,0.027000000000000003,29.0,92.0,0.0,1.0,0.38,1.0,1
8.2,0.37,0.64,13.9,0.043,22.0,171.0,0.0,0.0,0.8,1.0,0
7.6,0.4,0.27,5.2,0.03,32.0,101.0,0.0,1.0,0.62,1.0,1
7.5,0.26,0.25,1.7,0.038,29.0,129.0,0.0,1.0,0.56,1.0,1
7.5,0.18,0.31,6.5,0.028999999999999998,53.0,160.0,0.0,1.0,0.38,1.0,1
6.9,0.23,0.32,16.4,0.045,62.0,153.0,0.0,1.0,0.42,1.0,0
5.3,0.2,0.31,3.6,0.036000000000000004,22.0,91.0,0.0,1.0,0.5,1.0,1
6.5,0.17,0.31,1.5,0.040999999999999995,34.0,121.0,0.0,1.0,0.46,1.0,1
6.5,0.35,0.28,12.4,0.051,86.0,213.0,0.0,1.0,0.51,1.0,1
6.5,0.29,0.31,1.7,0.035,24.0,79.0,0.0,1.0,0.69,1.0,1
6.8,0.3,0.22,6.2,0.06,41.0,190.0,0.0,1.0,0.51,1.0,0
7.9,0.51,0.36,6.2,0.051,30.0,173.0,0.0,1.0,0.53,1.0,0
7.9,0.51,0.34,2.6,0.049,13.0,135.0,0.0,1.0,0.51,1.0,0
6.5,0.29,0.31,1.7,0.035,24.0,79.0,0.0,1.0,0.69,1.0,1
7.1,0.29,0.28,9.3,0.048,50.0,141.0,0.0,1.0,0.49,1.0,1
6.5,0.35,0.28,12.4,0.051,86.0,213.0,0.0,1.0,0.51,1.0,1
6.5,0.17,0.31,1.5,0.040999999999999995,34.0,121.0,0.0,1.0,0.46,1.0,1
7.4,0.2,0.28,9.1,0.047,29.0,95.0,0.0,1.0,0.47,1.0,1
6.9,0.615,0.42,12.0,0.067,24.0,131.0,0.0,1.0,0.34,1.0,0
6.8,0.32,0.28,4.8,0.034,25.0,100.0,0.0,1.0,0.47,1.0,1
6.3,0.2,0.19,12.3,0.048,54.0,145.0,0.0,1.0,0.42,1.0,1
6.9,0.615,0.42,12.0,0.067,24.0,131.0,0.0,1.0,0.34,1.0,0
8.0,0.23,0.28,2.7,0.048,49.0,165.0,0.0,1.0,0.72,1.0,1
6.7,0.27,0.33,3.6,0.034,9.0,45.0,0.0,1.0,0.4,1.0,1
6.7,0.27,0.33,3.6,0.034,9.0,45.0,0.0,1.0,0.4,1.0,1
6.7,0.44,0.22,4.3,0.032,19.0,99.0,0.0,1.0,0.53,1.0,1
7.0,0.34,0.3,1.8,0.045,44.0,142.0,0.0,0.0,0.45,1.0,1
7.3,0.26,0.33,11.8,0.057,48.0,127.0,0.0,1.0,0.55,1.0,1
5.8,0.17,0.34,1.8,0.045,96.0,170.0,0.0,1.0,0.9,1.0,1
7.3,0.26,0.33,11.8,0.057,48.0,127.0,0.0,1.0,0.55,1.0,1
5.8,0.17,0.34,1.8,0.045,96.0,170.0,0.0,1.0,0.9,1.0,1
6.8,0.17,0.36,1.4,0.036000000000000004,38.0,108.0,0.0,1.0,0.66,1.0,1
7.1,0.43,0.3,6.6,0.025,15.0,138.0,0.0,1.0,0.46,1.0,1
5.8,0.315,0.27,1.55,0.026000000000000002,15.0,70.0,0.0,1.0,0.4,1.0,1
5.9,0.17,0.28,0.7,0.027000000000000003,5.0,28.0,0.0,1.0,0.32,1.0,0
6.6,0.34,0.18,6.4,0.08199999999999999,47.0,240.0,0.0,1.0,0.48,1.0,0
8.6,0.33,0.34,11.8,0.059000000000000004,42.0,240.0,0.0,1.0,0.52,1.0,1
5.6,0.12,0.26,4.3,0.038,18.0,97.0,0.0,1.0,0.46,1.0,0
5.8,0.13,0.26,5.1,0.039,19.0,103.0,0.0,1.0,0.47,1.0,1
7.7,0.18,0.35,5.8,0.055,25.0,144.0,0.0,1.0,0.54,1.0,1
7.7,0.16,0.36,5.9,0.054000000000000006,25.0,148.0,0.0,1.0,0.54,1.0,1
6.0,0.26,0.15,1.3,0.06,51.0,154.0,0.0,1.0,0.51,0.0,0
7.3,0.32,0.35,1.4,0.05,8.0,163.0,0.0,1.0,0.42,1.0,0
7.7,0.3,0.34,1.2,0.048,4.0,119.0,0.0,1.0,0.34,1.0,1
7.9,0.16,0.3,7.4,0.05,58.0,152.0,0.0,1.0,0.37,1.0,1
6.4,0.27,0.29,10.8,0.027999999999999997,17.0,118.0,0.0,1.0,0.37,1.0,1
6.9,0.16,0.37,1.8,0.034,36.0,95.0,0.0,0.0,0.59,1.0,1
7.9,0.16,0.3,7.4,0.05,58.0,152.0,0.0,1.0,0.37,1.0,1
7.7,0.3,0.34,1.2,0.048,4.0,119.0,0.0,1.0,0.34,1.0,1
7.3,0.32,0.35,1.4,0.05,8.0,163.0,0.0,1.0,0.42,1.0,0
6.4,0.44,0.44,14.4,0.048,29.0,228.0,0.0,1.0,0.54,0.0,1
6.3,0.2,0.24,1.7,0.052000000000000005,36.0,135.0,0.0,1.0,0.66,1.0,1
6.2,0.29,0.32,3.6,0.026000000000000002,39.0,138.0,0.0,1.0,0.37,1.0,1
7.6,0.39,0.32,3.6,0.035,22.0,93.0,0.0,1.0,0.6,1.0,1
7.0,0.36,0.32,10.05,0.045,37.0,131.0,0.0,1.0,0.33,1.0,1
7.0,0.36,0.32,10.05,0.045,37.0,131.0,0.0,1.0,0.33,1.0,1
7.0,0.36,0.32,10.5,0.045,35.0,135.0,0.0,1.0,0.33,1.0,1
7.6,0.2,0.36,1.9,0.043,24.0,111.0,0.0,1.0,0.54,1.0,1
7.6,0.39,0.32,3.6,0.035,22.0,93.0,0.0,1.0,0.6,1.0,1
6.7,0.2,0.37,1.65,0.025,42.0,103.0,0.0,1.0,0.45,1.0,0
6.2,0.235,0.34,1.9,0.036000000000000004,4.0,117.0,0.0,1.0,0.44,1.0,0
7.8,0.965,0.6,65.8,0.07400000000000001,8.0,160.0,1.0,1.0,0.69,1.0,1
7.1,0.2,0.31,6.85,0.053,32.0,211.0,0.0,1.0,0.59,1.0,1
7.1,0.2,0.31,7.4,0.053,32.0,211.0,0.0,1.0,0.59,1.0,1
7.1,0.2,0.31,7.4,0.053,32.0,211.0,0.0,1.0,0.59,1.0,1
6.4,0.24,0.25,20.2,0.083,35.0,157.0,0.0,1.0,0.5,1.0,0
8.0,0.3,0.36,11.0,0.034,8.0,70.0,0.0,1.0,0.41,1.0,1
6.4,0.24,0.25,20.2,0.083,35.0,157.0,0.0,1.0,0.5,1.0,0
6.9,0.4,0.42,6.2,0.066,41.0,176.0,0.0,1.0,0.54,1.0,0
6.9,0.4,0.43,6.2,0.065,42.0,178.0,0.0,1.0,0.53,1.0,0
7.1,0.2,0.31,6.85,0.053,32.0,211.0,0.0,1.0,0.59,1.0,1
6.6,0.25,0.51,8.0,0.047,61.0,189.0,0.0,1.0,0.49,1.0,0
6.8,0.26,0.44,8.2,0.046,52.0,183.0,0.0,1.0,0.51,1.0,0
6.5,0.37,0.3,2.2,0.033,39.0,107.0,0.0,1.0,0.53,1.0,1
6.8,0.35,0.53,10.1,0.053,37.0,151.0,0.0,1.0,0.4,1.0,0
6.4,0.22,0.32,7.2,0.027999999999999997,15.0,83.0,0.0,1.0,0.55,1.0,1
6.5,0.37,0.3,2.2,0.033,39.0,107.0,0.0,1.0,0.53,1.0,1
6.8,0.35,0.53,10.1,0.053,37.0,151.0,0.0,1.0,0.4,1.0,0
6.9,0.31,0.32,1.6,0.036000000000000004,34.0,114.0,0.0,1.0,0.45,1.0,1
6.7,0.16,0.37,1.3,0.036000000000000004,45.0,125.0,0.0,1.0,0.51,1.0,1
6.6,0.25,0.51,8.0,0.047,61.0,189.0,0.0,1.0,0.49,1.0,0
6.8,0.26,0.44,8.2,0.046,52.0,183.0,0.0,1.0,0.51,1.0,0
5.6,0.15,0.31,5.3,0.038,8.0,79.0,0.0,1.0,0.39,1.0,1
5.5,0.15,0.32,14.0,0.031,16.0,99.0,0.0,1.0,0.38,1.0,1
6.4,0.22,0.32,7.2,0.027999999999999997,15.0,83.0,0.0,1.0,0.55,1.0,1
7.3,0.2,0.26,1.6,0.04,36.0,123.0,0.0,1.0,0.44,1.0,1
7.5,0.17,0.71,11.8,0.038,52.0,148.0,0.0,1.0,0.46,0.0,0
7.5,0.18,0.72,9.6,0.039,53.0,151.0,0.0,1.0,0.46,0.0,0
7.0,0.27,0.48,6.1,0.042,60.0,184.0,0.0,1.0,0.5,1.0,1
5.8,0.32,0.31,2.7,0.049,25.0,153.0,0.0,1.0,0.73,1.0,1
7.8,0.26,0.31,3.6,0.025,22.0,100.0,0.0,0.0,0.47,1.0,1
7.4,0.3,0.32,1.7,0.03,23.0,128.0,0.0,1.0,0.66,1.0,0
6.7,0.16,0.34,1.6,0.026000000000000002,27.0,109.0,0.0,1.0,0.58,1.0,1
5.8,0.32,0.31,2.7,0.049,25.0,153.0,0.0,1.0,0.73,1.0,1
6.7,0.19,0.39,1.0,0.032,14.0,71.0,0.0,1.0,0.38,1.0,1
6.6,0.36,0.24,0.9,0.038,15.0,72.0,0.0,1.0,0.39,1.0,0
7.2,0.17,0.41,1.6,0.052000000000000005,24.0,126.0,0.0,1.0,0.49,1.0,0
6.7,0.19,0.39,1.0,0.032,14.0,71.0,0.0,1.0,0.38,1.0,1
6.0,0.11,0.47,10.6,0.052000000000000005,69.0,148.0,0.0,0.0,0.34,1.0,0
6.0,0.21,0.34,2.0,0.042,63.0,123.0,0.0,1.0,0.42,1.0,1
6.7,0.325,0.82,1.2,0.152,49.0,120.0,0.0,0.0,0.38,1.0,0
6.6,0.4,0.46,6.2,0.055999999999999994,42.0,241.0,0.0,1.0,0.6,1.0,0
6.5,0.2,0.24,9.2,0.044000000000000004,25.0,150.0,0.0,1.0,0.44,1.0,0
7.6,0.27,0.34,5.0,0.04,18.0,56.0,0.0,1.0,0.48,1.0,1
7.2,0.26,0.4,6.3,0.047,52.0,172.0,0.0,1.0,0.53,1.0,1
6.3,0.25,0.22,3.3,0.048,41.0,161.0,0.0,1.0,0.5,1.0,1
6.5,0.22,0.45,8.0,0.053,52.0,196.0,0.0,1.0,0.48,1.0,1
6.4,0.14,0.31,1.2,0.034,53.0,138.0,0.0,1.0,0.35,1.0,1
6.4,0.14,0.31,1.2,0.034,53.0,138.0,0.0,1.0,0.35,1.0,1
7.1,0.26,0.32,16.2,0.044000000000000004,31.0,170.0,0.0,1.0,0.37,1.0,0
6.6,0.22,0.34,11.6,0.05,59.0,140.0,0.0,1.0,0.4,1.0,0
6.6,0.45,0.43,7.2,0.064,31.0,186.0,0.0,1.0,0.44,1.0,0
6.6,0.17,0.3,1.1,0.031,13.0,73.0,0.0,1.0,0.58,1.0,1
7.2,0.44,0.28,3.4,0.048,22.0,112.0,0.0,1.0,0.37,1.0,1
6.2,0.15,0.27,1.4,0.040999999999999995,51.0,117.0,0.0,1.0,0.38,1.0,1
6.3,0.25,0.22,3.3,0.048,41.0,161.0,0.0,1.0,0.5,1.0,1
6.5,0.22,0.45,8.0,0.053,52.0,196.0,0.0,1.0,0.48,1.0,1
7.3,0.26,0.3,9.3,0.05,35.0,154.0,0.0,1.0,0.5,1.0,1
6.9,0.15,0.29,2.3,0.033,14.0,82.0,0.0,1.0,0.58,1.0,1
5.8,0.22,0.29,0.9,0.034,34.0,89.0,0.0,1.0,0.36,1.0,1
6.5,0.37,0.33,3.5,0.036000000000000004,23.0,92.0,0.0,1.0,0.38,1.0,1
5.5,0.375,0.38,1.7,0.036000000000000004,17.0,98.0,0.0,1.0,0.39,1.0,1
5.9,0.2,0.4,1.3,0.047,23.0,92.0,0.0,1.0,0.45,1.0,1
5.9,0.22,0.38,1.3,0.046,24.0,90.0,0.0,1.0,0.47,1.0,1
8.0,0.22,0.31,5.6,0.049,24.0,97.0,0.0,1.0,0.42,1.0,0
6.5,0.22,0.29,7.4,0.027999999999999997,16.0,87.0,0.0,1.0,0.56,1.0,1
6.9,0.15,0.29,2.3,0.033,14.0,82.0,0.0,1.0,0.58,1.0,1
5.8,0.2,0.34,1.0,0.035,40.0,86.0,0.0,1.0,0.42,1.0,0
6.6,0.31,0.07,1.5,0.033,55.0,144.0,0.0,1.0,0.42,1.0,0
7.7,0.43,0.37,10.0,0.16899999999999998,22.0,210.0,0.0,1.0,0.64,1.0,0
6.7,0.24,0.29,14.9,0.053,55.0,136.0,0.0,1.0,0.52,1.0,0
7.3,0.23,0.34,9.3,0.052000000000000005,19.0,86.0,0.0,1.0,0.56,1.0,0
7.9,0.2,0.39,1.0,0.040999999999999995,37.0,154.0,0.0,1.0,0.43,1.0,0
5.3,0.16,0.39,1.0,0.027999999999999997,40.0,101.0,0.0,1.0,0.59,1.0,1
6.4,0.21,0.28,5.9,0.047,29.0,101.0,0.0,1.0,0.4,1.0,1
6.9,0.33,0.26,5.0,0.027000000000000003,46.0,143.0,0.0,1.0,0.43,1.0,1
5.6,0.18,0.58,1.25,0.034,29.0,129.0,0.0,1.0,0.6,1.0,1
6.6,0.29,0.31,3.9,0.027000000000000003,39.0,96.0,0.0,1.0,0.6,1.0,1
6.9,0.33,0.26,5.0,0.027000000000000003,46.0,143.0,0.0,1.0,0.43,1.0,1
6.6,0.21,0.36,0.8,0.034,48.0,113.0,0.0,1.0,0.68,1.0,1
7.3,0.21,0.33,1.0,0.037000000000000005,66.0,144.0,0.0,1.0,0.52,1.0,1
6.4,0.21,0.28,5.9,0.047,29.0,101.0,0.0,1.0,0.4,1.0,1
5.1,0.11,0.32,1.6,0.027999999999999997,12.0,90.0,0.0,1.0,0.52,1.0,1
6.5,0.15,0.32,1.3,0.036000000000000004,19.0,76.0,0.0,1.0,0.41,1.0,1
5.3,0.16,0.39,1.0,0.027999999999999997,40.0,101.0,0.0,1.0,0.59,1.0,1
5.6,0.19,0.46,1.1,0.032,33.0,115.0,0.0,1.0,0.5,1.0,1
5.6,0.18,0.58,1.25,0.034,29.0,129.0,0.0,1.0,0.6,1.0,1
6.7,0.48,0.32,1.4,0.021,22.0,121.0,0.0,1.0,0.53,1.0,1
6.2,0.23,0.23,1.2,0.018000000000000002,18.0,128.0,0.0,1.0,0.28,1.0,0
6.0,0.17,0.29,5.0,0.027999999999999997,25.0,108.0,0.0,1.0,0.34,1.0,1
6.7,0.48,0.32,1.4,0.021,22.0,121.0,0.0,1.0,0.53,1.0,1
6.7,0.15,0.38,1.7,0.037000000000000005,20.0,84.0,0.0,1.0,0.53,1.0,1
4.2,0.17,0.36,1.8,0.028999999999999998,93.0,161.0,0.0,1.0,0.89,1.0,1
5.8,0.21,0.32,1.6,0.045,38.0,95.0,0.0,1.0,0.94,1.0,1
5.4,0.23,0.36,1.5,0.03,74.0,121.0,0.0,1.0,0.99,1.0,1
6.7,0.15,0.38,1.7,0.037000000000000005,20.0,84.0,0.0,1.0,0.53,1.0,1
6.4,0.22,0.31,13.9,0.04,57.0,135.0,0.0,1.0,0.38,1.0,0
6.5,0.15,0.55,5.9,0.045,75.0,162.0,0.0,0.0,0.4,1.0,0
5.9,0.32,0.33,2.1,0.027000000000000003,35.0,138.0,0.0,1.0,0.42,1.0,1
5.7,0.37,0.3,1.1,0.028999999999999998,24.0,88.0,0.0,1.0,0.39,1.0,1
7.9,0.25,0.35,6.7,0.039,22.0,64.0,0.0,0.0,0.49,1.0,0
7.2,0.21,0.28,2.7,0.033,38.0,94.0,0.0,0.0,0.43,1.0,1
7.0,0.24,0.3,6.7,0.039,37.0,125.0,0.0,1.0,0.39,1.0,0
6.8,0.475,0.33,3.95,0.047,16.0,81.0,0.0,1.0,0.53,1.0,1
7.0,0.28,0.32,7.75,0.032,30.0,114.0,0.0,1.0,0.64,1.0,1
6.9,0.4,0.3,10.6,0.033,24.0,87.0,0.0,1.0,0.45,1.0,1
6.6,0.41,0.31,1.6,0.042,18.0,101.0,0.0,1.0,0.41,1.0,0
6.4,0.2,0.28,2.5,0.032,24.0,84.0,0.0,1.0,0.55,1.0,0
8.5,0.22,0.34,0.7,0.04,5.0,25.0,0.0,1.0,0.37,1.0,0
8.4,0.36,0.36,11.1,0.032,21.0,132.0,0.0,0.0,0.39,1.0,1
5.2,0.285,0.29,5.15,0.035,64.0,138.0,0.0,1.0,0.34,1.0,1
6.9,0.2,0.3,4.7,0.040999999999999995,40.0,148.0,0.0,1.0,0.35,1.0,1
6.7,0.42,0.46,9.7,0.054000000000000006,67.0,234.0,0.0,1.0,0.5,1.0,0
6.2,0.16,0.34,1.7,0.038,85.0,153.0,0.0,1.0,0.86,1.0,1
6.4,0.125,0.36,1.4,0.044000000000000004,22.0,68.0,0.0,1.0,0.5,1.0,1
6.4,0.44,0.26,2.0,0.054000000000000006,20.0,180.0,0.0,1.0,0.57,1.0,0
7.0,0.31,0.39,7.5,0.055,42.0,218.0,0.0,1.0,0.54,1.0,0
6.7,0.42,0.46,9.7,0.054000000000000006,67.0,234.0,0.0,1.0,0.5,1.0,0
8.6,0.18,0.28,0.8,0.032,25.0,78.0,0.0,0.0,0.38,1.0,0
6.2,0.21,0.26,13.1,0.05,59.0,150.0,0.0,1.0,0.46,1.0,0
6.1,0.16,0.37,1.1,0.031,37.0,97.0,0.0,1.0,0.58,1.0,1
6.5,0.22,0.32,2.2,0.027999999999999997,36.0,92.0,0.0,1.0,0.59,1.0,1
6.2,0.36,0.14,8.9,0.036000000000000004,38.0,155.0,0.0,1.0,0.5,1.0,0
5.7,0.21,0.25,1.1,0.035,26.0,81.0,0.0,1.0,0.52,1.0,1
6.4,0.25,0.32,0.9,0.034,40.0,114.0,0.0,1.0,0.58,1.0,1
7.6,0.31,0.26,1.7,0.073,40.0,157.0,0.0,1.0,0.46,1.0,0
6.6,0.26,0.46,6.9,0.047,59.0,183.0,0.0,1.0,0.45,1.0,0
5.7,0.21,0.25,1.1,0.035,26.0,81.0,0.0,1.0,0.52,1.0,1
6.2,0.2,0.31,1.0,0.031,22.0,73.0,0.0,1.0,0.52,1.0,1
6.2,0.18,0.3,1.0,0.031,23.0,73.0,0.0,1.0,0.52,1.0,1
6.1,0.37,0.2,7.6,0.031,49.0,170.0,0.0,1.0,0.48,1.0,0
6.2,0.36,0.14,8.9,0.036000000000000004,38.0,155.0,0.0,1.0,0.5,1.0,0
6.5,0.22,0.32,2.2,0.027999999999999997,36.0,92.0,0.0,1.0,0.59,1.0,1
7.7,0.18,0.3,1.2,0.046,49.0,199.0,0.0,1.0,0.38,1.0,0
6.9,0.14,0.38,1.0,0.040999999999999995,22.0,81.0,0.0,1.0,0.54,1.0,1
6.9,0.14,0.38,1.0,0.040999999999999995,22.0,81.0,0.0,1.0,0.54,1.0,1
6.0,0.44,0.26,3.1,0.053,57.0,128.0,0.0,1.0,0.39,1.0,1
7.1,0.36,0.4,1.95,0.033,26.0,118.0,0.0,1.0,0.45,1.0,1
5.7,0.28,0.28,2.2,0.019,15.0,65.0,0.0,1.0,0.52,1.0,1
6.4,0.16,0.32,8.75,0.038,38.0,118.0,0.0,1.0,0.41,1.0,0
7.4,0.28,0.4,11.9,0.032,13.0,92.0,0.0,1.0,0.46,1.0,0
6.7,0.39,0.31,2.7,0.054000000000000006,27.0,202.0,0.0,1.0,0.57,1.0,1
6.5,0.44,0.47,5.45,0.013999999999999999,44.0,137.0,0.0,1.0,0.32,1.0,1
6.9,0.22,0.31,6.3,0.028999999999999998,41.0,131.0,0.0,1.0,0.49,1.0,1
6.6,0.22,0.29,14.4,0.046,39.0,118.0,0.0,1.0,0.5,1.0,1
7.7,0.25,0.3,7.8,0.038,67.0,196.0,0.0,1.0,0.5,1.0,0
5.2,0.155,0.33,1.6,0.027999999999999997,13.0,59.0,0.0,1.0,0.84,1.0,1
7.0,0.31,0.31,9.1,0.036000000000000004,45.0,140.0,0.0,0.0,0.31,1.0,1
